name,stores,released,rating,rating_top,ratings_count,suggestions_count,reviews_count,parent_platforms,genres
Nunholy,Steam,2025-01-17,0.0,0,3,245,3,"PC, Apple Macintosh, Linux","Indie, Action"
Wheel World,"Steam, PlayStation Store",2025-07-23,3.83,4,6,57,6,"PC, PlayStation, Xbox","Racing, Adventure, Sports"
Tiny Bookshop,Steam,2025-08-07,0.0,0,2,176,3,"PC, Apple Macintosh, Linux, Nintendo","Casual, Indie, RPG, Simulation"
Game of Thrones: Kingsroad,Steam,2025-03-26,0.0,0,2,53,2,PC,"Adventure, Action, RPG"
WWE 2K25,Steam,2025-03-13,0.0,0,0,269,0,PC,"Simulation, Sports"
Blade Chimera,Steam,2025-01-16,0.0,0,3,295,3,PC,"Adventure, Action, RPG, Indie, Platformer"
The Siege And The Sandfox,"Steam, GOG",2025-05-20,0.0,0,2,360,2,"PC, PlayStation, Xbox, Apple Macintosh, Nintendo","Adventure, Action, RPG, Indie, Platformer"
Bionic Bay,Steam,2025-04-16,0.0,5,4,220,5,PC,"Racing, Adventure, Action, Casual, Indie, Platformer"
BUMP! Superbrawl,Steam,2025-01-27,0.0,0,0,269,0,PC,"Casual, Strategy"
Do No Harm,Steam,2025-03-06,0.0,0,4,418,4,PC,Simulation
Spilled!,Steam,2025-03-26,4.29,4,7,40,7,"PC, Apple Macintosh","Casual, Indie, Adventure, Simulation"
Command & Conquer Tiberium Alliances,Steam,2025-02-27,0.0,0,1,218,1,PC,"Strategy, Massively Multiplayer"
Skin Deep,Steam,2025-04-30,0.0,0,1,113,3,PC,"Indie, Action"
Two Point Museum,Steam,2025-03-04,0.0,0,3,291,4,"PC, Apple Macintosh, Linux","Casual, Strategy, Indie, Simulation"
CRUEL,Steam,2025-01-09,3.33,3,6,0,6,PC,"Indie, Action"
Cast n Chill,Steam,2025-06-16,0.0,0,2,152,3,"PC, Apple Macintosh","RPG, Casual, Simulation, Sports, Indie"
Cash Cleaner Simulator,Steam,2025-05-08,3.86,4,7,0,7,PC,"Casual, Indie, Simulation"
Hyrule Warriors: Age of Imprisonment,,2025-11-06,0.0,0,0,0,0,Nintendo,Action
Koira,Steam,2025-04-01,0.0,0,4,374,4,"PC, Apple Macintosh, Linux","Casual, Indie, Adventure"
Deadzone: Rogue,Steam,2025-04-29,3.83,4,6,314,6,PC,Action
Look Outside,Steam,2025-03-21,0.0,0,4,125,4,PC,"Adventure, RPG"
Slender Threads,"Steam, GOG",2025-02-07,0.0,4,5,244,5,"PC, Apple Macintosh, Linux","Indie, Adventure"
Possessor(s),Steam,2025-11-11,0.0,0,0,116,0,"PC, PlayStation, Xbox","Platformer, Adventure, Action"
Cats and Seek: Toge Land,Steam,2025-01-17,0.0,0,1,95,1,"PC, Linux","Casual, Indie"
Lonely Mountains: Snow Riders,Steam,2025-01-21,4.0,5,6,274,6,PC,"Racing, Indie, Sports"
Cairn,itch.io,2025-11-05,0.0,0,1,95,1,PC,Adventure
Cabernet,"Steam, GOG",2025-02-20,4.29,5,7,216,7,PC,"Indie, Adventure, RPG, Simulation"
SWORN,Steam,2025-02-06,0.0,0,1,138,1,PC,"Adventure, Action, RPG, Casual, Indie"
Spirit of the North 2,Steam,2025-05-08,0.0,0,1,153,2,"PC, PlayStation, Xbox","Casual, Indie, Adventure"
Labyrinth Of The Demon King,"Steam, GOG",2025-05-13,0.0,0,3,511,3,PC,"Indie, Adventure, Action, RPG"
The Hundred Line -Last Defense Academy,Steam,2025-04-24,0.0,0,3,0,3,"PC, Nintendo","Adventure, Action, Simulation"
Down the Rabbit Hole Flattened,Steam,2025-06-18,0.0,0,0,0,0,PC,"Indie, Adventure"
9 Kings,Steam,2025-05-23,3.67,4,6,0,6,"PC, Apple Macintosh","Strategy, RPG"
Old Skies,"Steam, GOG",2025-04-23,0.0,0,0,400,0,"PC, Apple Macintosh, Linux",Adventure
Escape From Duckov,Steam,2025-10-16,0.0,0,3,0,3,"PC, Apple Macintosh","Indie, Adventure, Action, RPG"
Eclipsium,Steam,2025-09-19,0.0,3,4,471,5,PC,"Indie, Adventure"
Bad Cheese,"Steam, GOG",2025-09-01,0.0,4,5,94,5,PC,"Adventure, Action"
Despelote,Steam,2025-05-01,0.0,0,3,164,4,PC,"Adventure, Action, Sports"
Monster Train 2,Steam,2025-05-21,0.0,0,3,517,3,PC,"Strategy, Indie"
Life is Feudal: Arden,Steam,2025-02-25,0.0,0,1,252,1,PC,"Adventure, Action, RPG, Simulation, Massively Multiplayer"
Drill Core,Steam,2025-07-17,0.0,0,2,0,2,PC,"Strategy, Indie"
Duck Detective: The Ghost of Glamping,"Steam, GOG",2025-05-21,0.0,0,3,52,4,"PC, Apple Macintosh, Linux, Nintendo","Casual, Indie, Adventure"
Steel Seed,Steam,2025-04-22,2.33,1,5,355,6,"PC, PlayStation, Xbox","Adventure, Action"
Star Overdrive,Steam,2025-04-10,0.0,0,0,94,0,"PC, Nintendo","Indie, Adventure, Action"
Love x Debut,Steam,2025-03-11,0.0,0,0,475,0,PC,"Casual, Simulation"
Drive Beyond Horizons,Steam,2025-03-24,0.0,3,5,51,5,PC,"Racing, Adventure, Action, Casual, Simulation, Indie"
Ropuka's Idle Island,Steam,2025-01-29,0.0,0,1,160,2,PC,"Casual, Indie, Simulation"
Lunacid - Tears of the Moon,Steam,2025-04-12,0.0,0,0,337,0,PC,"Indie, Simulation"
Warhammer Skulls 2025 Digital Goodie Bag,GOG,2025-05-21,0.0,0,0,0,0,"PC, Apple Macintosh, Linux",
REMATCH,Steam,2025-06-19,0.0,0,1,449,1,PC,"Indie, Action, Sports"
Garten of Banban 0,Steam,2025-02-21,0.0,0,0,53,0,PC,"Casual, Indie, Adventure, Action"
Return to campus,Steam,2025-01-12,0.0,0,0,455,0,PC,"Casual, Indie, Simulation"
Lords of Ravage: Dread Knights,Steam,2025-01-10,0.0,0,1,567,1,"PC, Linux","Strategy, RPG"
Mage Arena,Steam,2025-07-24,0.0,0,0,0,0,PC,Action
Date Everything!,Steam,2025-06-17,0.0,0,3,39,3,PC,Simulation
Nubby's Number Factory,Steam,2025-03-07,0.0,0,2,70,2,PC,Strategy
S.p.l.i.t,"Steam, GOG",2025-07-23,0.0,0,3,0,3,"PC, Linux","Indie, Action, Simulation"
PEAK (2025),Steam,2025-06-17,4.12,4,7,137,8,PC,"Indie, Adventure, Action"
Jurard Run,Steam,2025-02-06,0.0,0,0,70,0,PC,"Indie, Action"
Takara Cards: Academy,Steam,2025-01-18,0.0,0,0,0,0,"PC, Linux","Indie, Strategy, Adventure, RPG"
Freedom Wars Remastered,"Steam, PlayStation Store, Nintendo Store",2025-01-10,0.0,0,4,118,4,"PC, PlayStation, Nintendo","Action, RPG"
Killing Floor 3,Steam,2025-07-24,0.0,3,5,484,5,PC,Action
Stick It to the Stickman,Steam,2025-08-18,0.0,0,2,266,2,"PC, Apple Macintosh","Indie, Action"
PowerWash Simulator 2,Steam,2025-10-23,0.0,4,4,0,5,"PC, PlayStation, Xbox","Casual, Indie, Simulation"
Chains of Freedom,"Steam, GOG",2025-04-15,0.0,0,2,160,2,PC,"Strategy, Adventure, Action"
Syberia - Remastered,"Steam, PlayStation Store, GOG",2025-11-05,0.0,0,2,214,2,"PC, PlayStation, Xbox",Adventure
Coridden,"Steam, GOG",2025-01-29,0.0,0,3,286,3,PC,"Indie, Adventure, Action, RPG"
Atropos,Steam,2025-02-02,0.0,0,0,0,0,PC,"Casual, Indie"
Amenti,Steam,2025-01-05,0.0,0,4,246,4,PC,Adventure
Dragon Quest I & II HD-2D Remake,Steam,2025-10-30,0.0,0,0,47,1,"PC, PlayStation, Xbox, Nintendo",RPG
Croak Crusader: Spawn of the Spore Spectre,Steam,2025-02-07,0.0,0,0,124,0,PC,"Indie, Adventure, Action"
Saihate Station,Steam,2025-03-07,0.0,0,2,263,2,"PC, Apple Macintosh","Indie, Adventure, RPG"
Assassin's Creed Shadows: Claws of Awaji,,2025-09-16,0.0,0,2,119,2,"PC, PlayStation, Xbox","Action, RPG"
PATAPON 1+2 REPLAY,Steam,2025-07-10,0.0,0,2,0,3,PC,"Adventure, Action, RPG"
Tales of Graces f Remastered,Steam,2025-01-16,0.0,0,2,212,2,PC,"Action, RPG"
Grounded 2,Steam,2025-07-29,0.0,0,0,387,1,"PC, Xbox","Adventure, Action"
Firework War,Steam,2025-01-26,0.0,0,0,75,0,PC,"Casual, Strategy, Indie"
Kiosk,Steam,2025-01-29,0.0,0,2,7,2,"PC, Apple Macintosh, Linux","Indie, Adventure, Simulation"
STEEL HUNTERS,Steam,2025-04-02,0.0,0,0,526,0,PC,Action
Moral Dilemma: The Interview,Steam,2025-01-31,0.0,0,2,293,2,PC,"Casual, Indie, Adventure"
Dead Reset,Steam,2025-09-11,2.67,4,5,255,6,"PC, Apple Macintosh",Adventure
Streamer Life Simulator 2,Steam,2025-01-23,0.0,0,2,177,2,PC,"Indie, Simulation"
Panelka,Steam,2025-02-13,0.0,0,2,0,2,PC,"Casual, Indie, Simulation"
Baby Steps,"Steam, itch.io",2025-09-23,0.0,0,2,8,3,PC,"Casual, Indie, Adventure, Action"
Whisper of the House,Steam,2025-08-27,0.0,0,2,76,2,"PC, Apple Macintosh","Casual, Indie, Simulation"
Silly Polly Beast,"Steam, GOG",2025-10-27,0.0,0,0,0,0,PC,"Indie, Action"
Mycopunk,Steam,2025-07-10,0.0,0,0,290,0,PC,"Shooter, Indie, Action"
Awkward Valley,Steam,2025-04-01,0.0,0,0,0,0,PC,"Casual, Simulation"
KIBORG,Steam,2025-04-30,0.0,0,3,329,3,"PC, Apple Macintosh","Indie, Action"
"Ship, Inc.",Steam,2025-06-23,0.0,4,3,263,5,"PC, Apple Macintosh, Linux","Casual, Strategy, Indie, Simulation"
漢字でGO! 集英社マンガ祭,Steam,2025-01-23,0.0,0,0,192,0,"PC, Apple Macintosh",Casual
"Warhammer 40,000: Boltgun - Words of Vengeance",Steam,2025-05-22,0.0,0,0,429,0,PC,Action
A cat's way home,Steam,2025-01-15,0.0,0,0,0,0,PC,"Casual, Adventure, RPG, Simulation"
Star Wars: Episode I: Jedi Power Battles,"Steam, GOG",2025-01-22,0.0,0,1,134,1,PC,"Casual, Adventure, Action"
FATAL FURY: City of the Wolves,Steam,2025-04-24,0.0,0,1,330,1,PC,Action
Slots & Daggers,Steam,2025-10-24,0.0,4,4,0,5,"PC, Apple Macintosh","Casual, Strategy, Indie, Simulation"
Keeper (2025),Steam,2025-10-17,0.0,0,1,243,1,"PC, Xbox","Arcade, Platformer, Adventure, Puzzle"
Wrap House Simulator🌯 Prologue,Steam,2025-04-15,0.0,0,1,114,1,PC,"Casual, Indie, Simulation"
Katanaut,Steam,2025-09-10,0.0,0,0,214,1,PC,Action
Orcs Must Die! Deathtrap,Steam,2025-01-28,0.0,0,1,350,1,PC,"Strategy, Indie, Action"
LIZARDS MUST DIE 2,Steam,2025-03-27,0.0,0,0,0,0,PC,"Massively Multiplayer, Adventure, Action, Indie"
Artis Impact,Steam,2025-08-07,0.0,0,2,221,2,PC,"Casual, Indie, Adventure, RPG"
Wreckreation,"Steam, GOG",2025-10-27,0.0,0,0,329,0,"PC, PlayStation, Xbox","Racing, Action"
Knights in Tight Spaces,"Steam, GOG",2025-03-03,0.0,0,2,110,2,PC,"Strategy, Action"
BAPBAP,Steam,2025-03-12,0.0,0,0,106,0,PC,"Strategy, Action"
My Little Life,Steam,2025-01-31,0.0,0,0,105,0,PC,"Casual, Indie, RPG, Simulation"
Onimusha 2: Samurai's Destiny (Remaster),,2025-05-23,0.0,0,2,38,2,"PC, PlayStation, Xbox, Nintendo","Adventure, Action"
Five Nights at Freddy's: Secret of the Mimic,Steam,2025-06-13,0.0,0,1,283,2,PC,Indie
Plants vs. Zombies: Replanted,Steam,2025-10-23,0.0,0,4,211,4,PC,Strategy
Easy Delivery Co.,Steam,2025-09-18,0.0,0,2,30,2,PC,"Casual, Racing, Indie, Simulation"
Sacred of Gates: Tinder,Steam,2025-02-13,0.0,0,0,356,0,PC,"Adventure, Action, RPG, Casual, Strategy, Massively Multiplayer"
Static Dread: The Lighthouse,Steam,2025-08-06,0.0,0,3,142,3,PC,"Adventure, Action, Casual, Simulation, Indie"
Moros Protocol,"Steam, GOG",2025-09-17,0.0,0,2,249,2,PC,"Strategy, Indie, Action"
Drop Duchy,Steam,2025-05-05,0.0,0,2,366,3,PC,"Indie, Strategy, Adventure"
Blood Bar Tycoon,Steam,2025-02-04,0.0,0,1,413,1,PC,"Casual, Strategy, Indie, Simulation"
Abyssus,Steam,2025-08-12,0.0,0,3,525,3,PC,"Indie, Adventure, Action"
While Waiting,Steam,2025-02-05,0.0,0,1,74,1,"PC, Apple Macintosh","Casual, Indie, Adventure"
Shape of Dreams,Steam,2025-09-10,0.0,0,0,269,0,PC,"Indie, Adventure, Action, RPG"
Once Upon a Katamari,Steam,2025-10-23,0.0,0,0,0,0,PC,"Casual, Adventure, Action"
Afterlove EP,"Steam, GOG",2025-02-14,0.0,0,2,186,2,"PC, PlayStation, Xbox, Nintendo","Casual, Indie, Adventure"
赤ずきんちゃんのお見舞い,Steam,2025-01-27,0.0,0,0,111,0,PC,"Casual, Indie"
Liquor Store Simulator: Prologue,Steam,2025-03-07,0.0,0,0,206,0,PC,"Casual, Indie, Simulation"
Tales of Seikyu,Steam,2025-05-21,0.0,0,1,500,1,PC,"Adventure, RPG, Simulation"
Deconstruction Simulator: Prologue,Steam,2025-03-31,0.0,0,0,399,0,PC,"Indie, RPG, Simulation"
SIGame,Steam,2025-03-22,0.0,5,5,0,5,PC,Indie
Fantasy Life i,Steam,2025-05-21,0.0,0,1,28,1,PC,RPG
Streamer's Journey 💖,Steam,2025-03-02,0.0,0,1,407,1,PC,"Casual, Indie, RPG, Simulation"
Blacksmith Simulator Prologue,Steam,2025-01-06,0.0,0,0,0,0,PC,"Casual, Indie, Simulation"
DreadOut Remastered Collection,"Steam, PlayStation Store, Nintendo Store",2025-01-16,0.0,0,1,280,1,"PC, PlayStation, Nintendo","Adventure, Action"
Childhood Friends,Steam,2025-08-27,0.0,0,0,246,0,PC,"Casual, Adventure"
Dungeons & Dragons Neverwinter Nights 2: Enhanced Edition,Steam,2025-07-15,0.0,0,3,609,3,PC,"Adventure, Action, RPG"
Many Nights a Whisper,Steam,2025-04-29,0.0,0,1,195,1,PC,"Casual, Indie"
Spindle,"Steam, GOG",2025-10-13,0.0,0,0,241,0,"PC, Apple Macintosh, Linux","Indie, Adventure, Action, RPG"
Europa Universalis V,Steam,2025-11-04,0.0,0,1,0,1,PC,Strategy
Japanese Drift Master,GOG,2025-05-21,0.0,0,0,50,0,PC,"Racing, Arcade, Simulation"
天月麻雀 (Amatsuki Mahjong),Steam,2025-01-19,0.0,0,0,0,0,PC,"Casual, Strategy, RPG"
Guns of Fury,Steam,2025-02-13,0.0,0,3,499,3,PC,"Indie, Adventure, Action"
World Series of Poker Game - WSOP,Steam,2025-02-24,0.0,0,0,0,0,PC,"Casual, Strategy"
No Mercy 🔞,Steam,2025-03-23,0.0,0,3,0,3,"PC, Apple Macintosh, Linux","Indie, Adventure"
Everhood 2,Steam,2025-03-04,0.0,0,2,150,4,PC,"Indie, Adventure, Action, RPG"
The Darkest Files,"Steam, GOG",2025-03-25,0.0,0,3,218,3,"PC, Apple Macintosh","Indie, Adventure, Simulation"
Strange Antiquities,"Steam, GOG",2025-09-16,4.17,4,5,413,6,PC,"Casual, Indie, Adventure, Simulation"
Ruffy and the Riverside,"Steam, PlayStation Store, Nintendo Store",2025-06-26,0.0,0,2,285,2,"PC, PlayStation, Xbox, Linux, Nintendo","Indie, Platformer, Adventure, Action"
Urban Jungle,Steam,2025-03-21,0.0,0,3,367,3,PC,"Casual, Indie, Simulation"
Shadow Labyrinth,"Steam, itch.io",2025-07-17,0.0,0,0,33,0,"PC, Nintendo","Action, Puzzle"
Camper Van: Make it Home,Steam,2025-06-07,0.0,0,1,145,1,"PC, Apple Macintosh","Casual, Indie"
Big Helmet Heroes,Steam,2025-02-06,0.0,0,3,208,3,PC,"Casual, Indie, Adventure, Action"
Whiskerwood,"Steam, GOG",2025-11-05,0.0,0,0,320,0,PC,"Strategy, Simulation"
Kulebra and the Souls of Limbo,"Steam, GOG",2025-05-15,0.0,0,2,219,2,PC,"Indie, Adventure"
Escape Simulator 2,Steam,2025-10-21,0.0,0,0,13,0,"PC, Apple Macintosh","Adventure, Puzzle, Casual, Simulation, Indie"
Train Sim World 6,Steam,2025-09-30,0.0,0,1,354,1,PC,Simulation
ASURAJANG,Steam,2025-03-27,0.0,0,0,168,0,"PC, Linux","Action, Casual, Strategy, Indie, Massively Multiplayer"
Arken Age,Steam,2025-01-16,0.0,0,0,307,0,PC,"Adventure, Action, RPG"
Tower Dominion,Steam,2025-05-07,0.0,0,2,0,2,PC,Strategy
Sultan's Game,Steam,2025-03-30,0.0,0,1,324,1,"PC, Apple Macintosh","Adventure, RPG, Strategy, Simulation, Indie"
Oddventure,"Steam, GOG",2025-04-03,0.0,0,0,294,0,"PC, Apple Macintosh, Linux","Indie, Adventure, RPG"
Tomb Raider I-VI Remastered,"Steam, PlayStation Store, Xbox Store, GOG, Nintendo Store, Epic Games",2025-02-14,0.0,0,2,0,2,"PC, PlayStation, Xbox, Nintendo","Platformer, Adventure, Action"
"One Iced Latte With Your Breast Milk, Please! ☕",Steam,2025-03-05,4.43,5,7,483,7,PC,"Casual, Indie, Adventure, Simulation"
Metal Garden,Steam,2025-03-21,0.0,0,2,187,2,PC,"Indie, Adventure, Action"
Last Report,Steam,2025-07-11,0.0,4,5,165,5,PC,"Indie, Adventure"
Tower Wizard,Steam,2025-06-19,0.0,0,3,154,4,PC,"Strategy, Indie, RPG, Simulation"
Zynga Poker – Texas Holdem,"Steam, Google Play",2025-06-25,0.0,0,2,135,2,"PC, Android","Casual, Strategy, Simulation"
MILKY HARVEST,itch.io,2025-03-04,0.0,0,3,192,3,"PC, Android, Apple Macintosh, Linux",Simulation
Front Mission 3rd Remake,,2025-06-26,0.0,0,1,73,1,Nintendo,Strategy
Stronghold Crusader: Definitive Edition,Steam,2025-07-15,0.0,0,0,134,0,PC,"Strategy, Simulation"
Still Wakes the Deep: Siren’s Rest,,2025-06-18,0.0,0,2,39,3,"PC, PlayStation, Xbox",Adventure
Viking Frontiers: Prologue,Steam,2025-02-19,0.0,0,0,562,0,PC,"Adventure, Action, RPG, Strategy, Simulation, Indie"
Poco,Steam,2025-05-20,0.0,0,1,7,1,"PC, Apple Macintosh","Casual, Indie, Adventure"
Survive the Fall,"Steam, GOG",2025-05-22,0.0,0,1,414,1,PC,"Adventure, Action, RPG, Strategy, Indie"
StarVaders,"Steam, GOG",2025-04-29,0.0,0,2,260,2,"PC, Apple Macintosh","Strategy, Indie"
Let Them Trade,Steam,2025-07-24,0.0,0,2,0,3,PC,"Strategy, Indie, Simulation"
Your Mother,Steam,2025-02-28,0.0,0,2,186,2,PC,"Casual, Indie"
Milky Way Idle,Steam,2025-03-06,0.0,0,0,94,0,PC,"Adventure, RPG, Casual, Indie, Massively Multiplayer"
Outbreak Island,Steam,2025-10-28,0.0,0,0,223,0,PC,"Adventure, Action, RPG, Simulation, Indie"
Mark of the Deep,"Steam, GOG",2025-01-24,0.0,0,1,353,1,PC,"Indie, Adventure, Action"
Car Dealer Simulator: Prologue - Early Days,Steam,2025-01-23,0.0,0,1,165,1,PC,"Casual, Strategy, Indie, Simulation"
Cubic Odyssey,Steam,2025-05-14,0.0,0,2,491,2,PC,"Adventure, Action"
The Legend of Heroes: Trails through Daybreak II,"Steam, GOG",2025-02-13,0.0,0,4,510,4,PC,"Adventure, Action, RPG"
FINAL FANTASY TACTICS - The Ivalice Chronicles,Steam,2025-09-30,0.0,0,1,53,1,"PC, PlayStation, Xbox, Nintendo","Strategy, RPG"
Blacksmith Master,"Steam, GOG",2025-05-15,0.0,0,1,439,1,"PC, Apple Macintosh, Linux","Strategy, Simulation"
Carimara: Beneath the Forlorn Limbs,Steam,2025-10-06,0.0,0,2,191,2,"PC, Apple Macintosh","Casual, Indie, Adventure"
Kathy Rain 2: Soothsayer,"Steam, GOG",2025-05-19,0.0,0,1,0,1,"PC, Apple Macintosh, Linux","Indie, Adventure"
Race of Life - Act 1,Steam,2025-01-09,0.0,0,3,521,3,"PC, Apple Macintosh, Linux","Indie, Adventure"
Under Ichigo Love me baby!!! in TOKYO SUPER ARENA 2025,Steam,2025-03-13,0.0,0,0,391,0,PC,"Casual, Action"
SYNDUALITY Echo of Ada,Steam,2025-01-23,0.0,0,0,0,0,PC,Action
Guards II: Prologue,Steam,2025-03-20,0.0,0,0,0,0,PC,"Indie, Strategy, Adventure"
Arcane Rush,Steam,2025-02-10,0.0,0,0,253,0,"PC, Apple Macintosh","Casual, Strategy"
Fast Fusion,,2025-06-05,0.0,0,3,0,3,,Racing
Academy Love Saga: Tennis Angels EX,Steam,2025-04-18,0.0,0,3,0,3,PC,"RPG, Simulation, Sports"
Nordhold,Steam,2025-03-25,0.0,0,1,493,1,"PC, Apple Macintosh, Linux","Strategy, Indie"
and Roger,Steam,2025-07-23,0.0,0,3,39,4,"PC, Apple Macintosh","Casual, Indie, Adventure, Simulation"
Otherskin,Steam,2025-09-02,0.0,0,1,59,1,PC,"Adventure, Action"
Who's at the door?,Steam,2025-07-18,0.0,0,3,43,3,PC,"Indie, Adventure, Simulation"
Achilles: Survivor,Steam,2025-01-29,0.0,0,4,268,4,PC,"Adventure, Action"
Order 13,"Steam, GOG",2025-03-09,0.0,0,3,296,3,PC,"Indie, Action, Simulation"
RuneScape: Dragonwilds,Steam,2025-04-15,0.0,0,2,0,2,PC,"Adventure, Action, RPG"
MementoMori,Steam,2025-03-24,0.0,0,0,541,0,PC,RPG
Champions Tactics Reforged,Steam,2025-05-19,0.0,0,0,0,0,PC,"Strategy, RPG"
Hotel Barcelona,Steam,2025-09-26,0.0,0,0,0,0,PC,"Indie, Adventure, Action, RPG"
Atelier Resleriana: The Red Alchemist & the White Guardian,"Steam, PlayStation Store",2025-09-25,0.0,0,1,135,1,"PC, PlayStation, Nintendo",RPG
White Knuckle,Steam,2025-04-17,0.0,0,0,0,0,PC,
Alien: Rogue Incursion Evolved Edition,Steam,2025-09-30,0.0,0,1,111,2,PC,Action
Three Sisters,Steam,2025-03-29,0.0,0,0,85,0,PC,"Indie, RPG"
La Quimera,Steam,2025-04-25,0.0,0,0,188,0,PC,"Shooter, Action"
Fill Up The Hole,Steam,2025-07-17,0.0,0,1,76,1,PC,"Strategy, Indie, Simulation"
STORY OF SEASONS: Grand Bazaar,Steam,2025-08-27,0.0,0,1,151,3,"PC, Nintendo","Casual, Simulation"
ユニバース・リズムシューティング,Steam,2025-02-20,0.0,0,0,0,0,PC,"Casual, Indie"
Dreamcore,Steam,2025-01-23,0.0,0,1,95,2,PC,"Indie, Adventure"
Necrophosis,"Steam, GOG",2025-04-24,0.0,0,1,231,1,PC,"Indie, Adventure, Action"
Agatha Christie - Death on the Nile,"Steam, GOG",2025-09-25,0.0,0,2,322,2,PC,Adventure
Once Upon A Puppet,"Steam, GOG",2025-04-22,0.0,0,2,648,2,"PC, Nintendo","Casual, Indie, Adventure"
Near-Mage,"Steam, GOG",2025-05-26,0.0,0,3,67,3,"PC, Apple Macintosh, Linux","Indie, Adventure, RPG"
E.T.E,Steam,2025-04-14,0.0,0,0,388,0,PC,"Adventure, Action, RPG, Strategy, Simulation, Massively Multiplayer"
Pipistrello and the Cursed Yoyo,Steam,2025-05-28,0.0,0,1,92,1,PC,"Indie, Adventure, Action"
VOID/BREAKER,Steam,2025-08-19,0.0,0,0,601,0,PC,Action
Ritual of Raven,Steam,2025-08-07,0.0,0,2,322,2,PC,"Casual, Simulation"
Coffee & Boobs,Steam,2025-04-18,0.0,0,3,234,3,PC,"Casual, Indie, Adventure"
陰陽師絵巻,Steam,2025-02-20,0.0,0,0,119,0,PC,"Casual, Indie, Action, RPG"
Disorder 2025,"Steam, PlayStation Store, Xbox Store",2025-01-22,0.0,0,1,58,1,"PC, PlayStation, Xbox",Action
Studio System: Guardian Angel,Steam,2025-02-04,0.0,0,0,63,0,PC,"Indie, Adventure, Action"
Dragonkin: The Banished,Steam,2025-03-06,0.0,0,1,304,1,PC,Action
Dolls Nest,Steam,2025-04-23,0.0,0,1,294,1,PC,Action
Guilty as Sock!,Steam,2025-05-29,0.0,0,0,134,0,"PC, Apple Macintosh","Casual, Simulation"
Town to City,Steam,2025-09-16,0.0,0,0,490,0,PC,"Strategy, Indie, Simulation"
to a T,Steam,2025-05-28,0.0,0,1,0,1,PC,Adventure
Level Devil,Steam,2025-03-25,0.0,0,2,38,2,PC,"Adventure, Action"
Rosewater Demo,GOG,2025-03-27,0.0,0,0,0,0,"PC, Apple Macintosh, Linux",Indie
Truck World: Australia - First Haul,Steam,2025-06-02,0.0,0,0,422,0,PC,"Racing, Adventure, Simulation"
A 20-year-old game is being remade with the newest engine RPG MAKER UNITE and distributed for free? ~RPG Maker's heroes vs. the demon king~,Steam,2025-03-05,0.0,0,0,105,0,PC,"Adventure, Action, RPG, Casual, Indie"
Scott Whiskers: the Search for the Golden Cat Demo,GOG,2025-01-29,0.0,0,0,446,0,"PC, Apple Macintosh, Linux",
QUIET DAN,Steam,2025-05-07,0.0,0,2,140,2,PC,"Casual, Indie, Adventure"
The Beekeeper's Picnic - A Sherlockian Adventure,Steam,2025-03-26,0.0,0,2,85,2,"PC, Linux","Indie, Adventure"
Jurassic World Evolution 3,"Steam, PlayStation Store, Epic Games",2025-10-21,0.0,0,0,0,0,"PC, PlayStation, Xbox","Strategy, Simulation"
Goodnight Universe,Steam,2025-11-11,0.0,0,0,0,0,"PC, Nintendo","Indie, Adventure"
FUTAKIN EXPANSION,itch.io,2025-02-24,0.0,0,1,112,2,"PC, Android, Apple Macintosh, Linux",Strategy
ISLANDERS: New Shores,Steam,2025-07-10,0.0,0,1,93,1,"PC, Apple Macintosh","Casual, Strategy, Indie, Simulation"
《蜀山：初章》正式版,Steam,2025-02-26,0.0,0,0,160,0,PC,"Massively Multiplayer, Adventure, Action, RPG"
Bibbidiba fan game,Steam,2025-03-21,0.0,0,0,145,0,PC,"Indie, Action"
Crime Simulator,Steam,2025-06-17,0.0,0,0,388,0,PC,"Indie, Action, Simulation"
Miscrits: World of Creatures,Steam,2025-05-25,0.0,0,0,283,0,"PC, Apple Macintosh, Linux","Adventure, RPG, Casual, Strategy, Indie"
BOOBS,Steam,2025-06-27,0.0,0,0,0,0,"PC, Apple Macintosh, Linux",Casual
He is Coming,"Steam, GOG",2025-07-17,0.0,0,3,99,3,PC,"Strategy, RPG"
FEMBOY FUTA HOUSE,Steam,2025-09-12,0.0,0,4,475,4,PC,"Casual, Adventure, RPG, Simulation"
DOGWALK,Steam,2025-07-11,0.0,0,0,306,1,"PC, Apple Macintosh, Linux","Casual, Indie"
METAL GEAR SOLID Δ: SNAKE EATER,Steam,2025-08-28,0.0,0,2,639,2,PC,"Adventure, Action"
Carmen Sandiego,"Steam, PlayStation Store, Xbox Store, App Store, Nintendo Store, Google Play",2025-03-04,0.0,0,2,208,2,"PC, PlayStation, Xbox, iOS, Android, Nintendo","Strategy, Adventure"
PRIM Demo,GOG,2025-04-06,0.0,0,0,186,0,PC,
GLORY DESTINY - REBORN,Steam,2025-03-03,0.0,0,0,243,0,PC,"Massively Multiplayer, Adventure, Action, RPG"
Neyyah,Steam,2025-09-02,0.0,0,1,330,1,PC,"Indie, Adventure"
"Don't FOOL ME, Beauties!",Steam,2025-07-07,0.0,0,2,206,2,"PC, Apple Macintosh, Linux","Adventure, RPG, Simulation"
Shadowverse: Worlds Beyond,Steam,2025-06-14,0.0,0,0,0,0,PC,"Casual, Strategy, RPG"
